Invoice Number,Total Charged
K75033627,14153.91
998113165,14378.2
M89042977,72386.99
453249772,8205.36
690716091,8872.53
776958704,79899.93
90230466,5874.9
Q00775157,
I78673474,
813487968,
601282735,3576.65
18958637,5532.35
681677192,28680.16
X30243345,2340702.0
C50152066,57542.07
727362468,43316.11
Y57556285,18138.17
493333132,15971.87
V08795721,25734.97
L94171162,13831.74
P92089641,23699.45
X34453242,6113.71
603905212,5591.98
F89214485,24589.58
437508565,24270.32
G71914116,
V31171528,1422.0
C35931730,
211386766,25071.33
I71089128,
A83835809,16378.3
B09141423,10849.03
R42266451,
X32022206,12408.65
908891566,30734.73
J92971382,15243.16
23186816,25847.66
B54349253,52556.45
L35080091,9990.88
G08216253,13676.77
C15391478,
536592288,49749.93
455652302,14762.47
D26252543,22267.66
L75348855,-17083.21
550919409,40481.04
O40288907,
F82616756,20911.89
J51847676,42669.74
W41974330,-761.62
805323736,16170.3
O53115190,
389819555,42752.64
876169172,95954.77
L35143155,29396.49
438584741,97503.33
231408105,22074.84
E33262734,16879.59
395797065,14332.82
471107681,26981.37
18439230,
R21532303,
X14438429,
F62489672,33887.53
180254813,5372.79
Q37959954,33229.73
I62687795,
867109866,-1834.58
C40931119,5193.69
U34187163,
932828397,21241.48
D00920568,7759.63
586535081,28385.78
460620921,9121.2
300174538,42233.99
N60447922,8964.46
P62325801,59296.15
T87615833,29674.1
K70331445,11487.48
I67768298,
15934750,30646.92
450977434,6412.21
X23958696,62789.2
341533031,
826084530,10242.71
J98817732,35920.2
R15673535,32016.93
C70490165,6642.62
578971314,
184149314,17208.1
424503022,10516.82
154073580,20882.9
209020124,82491.57
R10773548,53358.55
667634685,36579.26
J99205656,28417.34
453191687,18099.27
636700309,17180.18
914496808,38603.41
C51303416,29530.23
656393816,13909.78
R02054699,20932.6
373364340,18498.95
K71901672,17965.33
U99403323,21245.64
E29732419,16350.88
N64757551,17537.47
470778806,927441.0
W43461109,10995.99
357228529,26750.5
D43280064,31513.24
361909457,20502.71
168447300,15339.7
G09595735,6503.51
759308273,19502.72
888250583,1060598.0
303746629,34617.54
236780923,16365.3
S01723760,8361.76
205489870,4422442.0
Q43064444,14384.77
207675122,31271.37
959329749,17838.67
572352988,1704.66
H54711251,57091.24
C63102374,22620.55
523120357,42514.79
352857828,22629.83
907905174,
F42167813,3750.53
H89317619,37530.79
Y31660935,
716630925,38240.48
J60045128,51210.07
269015858,9416.35
568945815,50092.38
529336611,13229.02
G42679799,
172097431,13848.72
786834626,21170.7
866938226,36017.22
R92437325,31963.54
273038424,48862.24
Z43487544,44500.36
C11898494,45876.09
A70979642,24311.4
638125425,10821.08
J70524370,29812.25
97700172,27258.12
V67422678,
849539079,
Q89851356,18147.85
915567297,15336.92
M77696459,19140.74
425726852,19860.48
711338319,39090.99
T27086302,80.0
P34768792,20836.57
262974188,75237.73
380100209,4929.24
R28769350,14527.54
261229331,31815.08
P29356025,36263.17
X20105875,33747.26
K15876303,29110.99
K83636648,32008.68
992283239,
E61776234,13277.0
E99518287,13413.1
644536558,24496.18
U41263737,42673.98
472394806,14705.02
N56505013,18322.71
17823747,18150.72
X14877727,15997.96
Z33899004,
U72731399,27467.82
764761546,31590.88
962210335,31804.75
G57865835,45096.0
R97726638,
P78201291,53179.07
G33760442,41224.05
428333884,48616.43
722860998,26426.44
N71300371,24373.43
X58383169,29673.35
555739714,36017.93
Z21359378,
16489718,64872.44
458296954,30572.62
A99998313,12912.09
68244323,13837.29
550040643,17628.85
274200727,27932.91
193712988,28111.54
618783396,68807.16
915326131,
845028568,29665.85
P00643774,42274.09
J55183834,28951.69
433683734,18293.11
X42246027,12907.86
P30619118,22134.79
U56727037,46600.8
311528310,27.4
Q62270395,25349.14
R29080935,10172.08
F59788792,13635.72
764202563,20476.99
30661596,1950423.0
126722170,15948.63
116722249,
M91044706,6479.02
B64025778,2343797.0
1644418,
N59305374,33582.8
U78612618,
845500562,35474.54
978102891,8710.53
Y84235200,34310.24
T23592786,71761.23
D13027738,13633.16
296129687,
W56817605,34808.58
241142086,13.0
364844822,30712.93
T94328493,18705.26
302641442,
L06107337,20116.69
M17419284,
K50570082,18611.06
546163980,
315224255,11985.2
940869558,13000.87
J23629419,39503.0
M92614726,23275.11
821294228,29700.66
H83935029,49976.4
885110035,14217.43
76008189,8209.26
B90126581,26882.16
560060785,33421.03
T83460274,15323.78
51375131,41704.7
U07678426,15229.29
683871988,55730.08
959245458,12268.36
M42230987,13221.3
397886753,32172.43
197778949,36404.18
P89717045,48069.57
D37366302,16032.11
872842357,20349.61
T43025413,22623.0
975964769,15972.41
679124917,13326.84
51546489,47275.27
N14967831,44809.15
298664932,41289.01
670530008,-18480.0
N40413559,35687.42
376249424,38546.12
O66646630,
F02733691,
N12515354,
149853958,27952.47
762810557,5254.93
B65235201,15170.81
N36839285,
M44515438,18378.9
415449971,17022.26
199067046,10805.03
H83123891,4419.71
744122690,10567.75
B59425742,27830.63
B78072065,
H74018549,
B42702249,21912.02
Z87180194,
830987797,15767.59
M85871524,
418033295,19951.27
764469068,29898.47
966125626,11617.08
Z66524472,1431682.0
691693660,17381.89
W60558389,24950.86
L08542415,23694.57
280256715,6381.64
F66584557,15932.5
81485380,8422.54
T33450170,20490.61
A82244470,46534.76
36517048,69658.41
784909819,12586.92
767392540,57616.87
489904721,25397.31
609287406,13806.38
Z40182175,23370.82
391334884,22534.92
S28989611,14576.83
852210708,42024.05
871322391,13623.22
978394222,
H05742479,25646.4
L40399182,24798.65
277878174,25418.94
224579780,32929.78
48458505,29943.64
I83089291,
251628228,65076.1
698756891,89123.35
R50651440,27189.59
I86249547,
723728492,
H25073888,22169.99
363155552,33954.49
803599323,7259.09
185893588,14075.34
P05783450,38142.72
988853687,29257.23
872367139,107522.16
M35620746,
525809609,86389.95
E72592560,15455.28
S98710792,9294.04
490629491,15847.35
O17384312,
85410377,27874.87
A68712417,77105.34
B54986161,20399.07
Q28015225,12604.85
202315836,28888.49
K03916318,
372601755,26069.38
797930578,21722.71
548264904,6952.59
F57055713,7540.76
982304980,69518.78
D95984394,17472.96
49574685,15452.58
359942482,94969.27
T91721493,22617.13
490840028,34632.7
426348792,
N92001414,15099.15
X25494989,47589.18
534458844,60745.14
47756909,
C86567206,33496.04
G07072627,52333.66
431297810,7790.12
Q19083141,30262.38
P32468660,32796.59
437924384,22550.56
L87455468,24996.36
K52410924,
L39638755,
T03817505,
709903719,2.0
555314377,29445.87
D90853114,37971.42
969326581,32559.87
U92159331,-532631.08
452150375,28251.24
992880619,32669.38
306870335,9064.2
271836092,23816.28
G47740066,29143.76
M52860357,19782.2
570657925,12087.74
808162719,14848.44
266448571,28184.49
X09986496,2189.0
K35719490,52588.29
L11197015,
106933115,20356.53
876779781,16549.72
M03391938,32293.15
669978429,27192.81
834457993,21556.98
N39840108,20315.23
R29795753,14047.07
153036613,15497.36
597518552,22865.46
183646307,16439.41
67020510,40718.93
450383025,20264.0
P95422482,39038.74
985923395,42403.62
U97057801,16866.52
W11586943,20457.06
X22898771,
726957933,23247.61
373707820,30604.7
759326495,12528.23
V95140023,44738.35
M40205983,12940.57
W27997214,13432.01
X30070452,11817.18
693920141,14113.5
S92243908,4778442.0
264660259,7371.09
744027506,69055.59
624718969,21188.45
624446690,8819.81
448476219,27241.0
918000956,-16816.35
708348732,
738689748,40453.09
L71747595,11556.87
N12722347,20500.31
L77609702,73114.65
128153710,31984.77
W59175416,32458.4
J33391700,
U34784559,22021.45
549186042,
L21015580,
T80642687,
K10410542,
454070575,60875.83
I34498267,27077.41
252125368,
860132618,47261.49
479026868,14413.78
152103002,1960280.0
626523756,18494.82
P79646932,28065.0
122461997,30817.87
Q96156065,32367.39
37022787,43409.8
L25920071,17463.3
A81431624,-1508.7
638584042,42740.12
721854270,13739.28
238281628,5795.92
L16641731,34527.34
S43385492,23669.51
B68770761,55174.03
W62357521,19164.99
357936880,36469.72
536142563,-53820.6
E90181135,21760.51
C84785233,27119.86
966701905,28258.58
R12772135,
657008784,46990.78
482319757,1615.87
291367062,45877.46
C70203735,27469.02
E45529573,37571.37
427493544,6610.47
437542365,13333.18
F56014229,29295.6
336834660,55595.15
31414523,
K73799174,15621.01
78175002,
X18982859,21474.04
657630212,56196.63
D69731812,22937.55
278008054,31049.4
61012035,19145.7
499515973,68703.94
70116522,43402.23
Y17011833,36104.89
770445840,45903.29
V55732683,17670.3
272114015,
D32029309,14607.05
K05470173,36964.19
419018640,83499.06
G65982539,19982.27
Y87780333,20383.7
489586978,
15927482,17010.56
A54524774,7522.67
C35621440,4109.79
322448916,111190.53
119285944,11492.11
474783536,29145.76
587307038,
C73023620,
455930669,11278.87
V47450871,68356.55
369297520,47474.51
Z71361714,20040.78
I24691303,
195591999,44065.81
B94810033,41403.46
R89471651,
155091346,
A65365573,29801.16
424845116,27833.91
424394549,18390.9
556892570,6563.31
869402605,728.0
I66805875,
630203026,51851.71
174757145,
248332623,16261.72
H61249842,60400.48
R42058318,4137.22
C25861568,
589967448,126340.53
Q98596344,43121.83
D46573980,36345.23
Q10041005,17967.45
645214252,39043.71
122469186,7519.05
R87723798,31063.0
400521791,3613.11
721301789,7226.03
341437336,26897.84
796039906,14827.39
764045936,52421.03
V09158633,12479.04
155060731,15537.49
911402056,18526.28
627672301,15821.88
E48773376,14921.98
B47213471,12592.71
219760751,8891.4
81841743,51280.86
825824763,34029.1
331710568,32024.49
Y88368892,11102.81
U14575559,10821.97
M26325023,
L65711696,19861.48
719985269,10089.24
B10985296,25681.05
J52998124,9587.08
E56671563,45856.85
634601630,11166.37
K34502187,30534.3
58077856,20746.03
502323868,9819.82
448284795,
371124111,42305.27
859655021,18558.39
733301788,
Q20755291,37253.64
A63099193,
X67364432,26596.04
R74123661,20170.85
731006193,25686.15
38169938,2437004.0
U08323889,789.8
114482558,7355.27
255058169,26764.74
950094129,24187.64
857370882,11437.56
28177882,7824.38
697583477,72780.27
817969318,15569.97
983062757,32497.96
V33849045,39202.12
Q27049769,75407.35
334035307,22882.01
U82594266,35015.4
P73352345,
E69761827,38318.45
F30393051,14640.01
289552259,36161.17
223162763,6553752.0
204588984,11399.6
F62459923,
313734620,30319.7
E29899115,394.0
Z66633004,44619.15
971279921,61612.51
U08528695,27081.78
284378229,37024.81
860144971,12600.81
C76372554,46414.13
T27582890,
Y12972123,30574.22
120876841,62894.53
M13788050,35241.43
405327660,76840.48
253882447,31818.05
W13145813,61952.35
950671797,53799.24
207367822,24188.86
443311122,23274.2
826692557,16679.01
243069593,12095.24
685416964,33372.38
678605079,20500.91
L32977429,24084.95
A22126910,30168.83
746380462,14447.67
O24914409,21620.96
342772930,42251.78
779488545,15377.03
923278606,
A38629383,
N39175541,9242.73
V91398008,
I79446838,
131194427,18489.62
6424625,38887.93
678152399,17793.62
J17243752,-56580.5
Z89148599,35927.46
Z40287465,
H37426650,19157.55
X38377908,18908.0
194973246,25275.97
L99419642,13219.44
988475603,25311.03
758992260,19564.84
612964601,3408.8
350956489,26036.64
S63925631,38226.16
S52207514,
894439789,6427.17
Q85897607,
798761064,26800.4
X55841222,58245.28
D22206433,23640.37
F31464927,20509.26
Y43411343,74771.33
A56236721,47350.4
I98368067,
153227389,57718.12
841252988,6820.57
R37370809,
851052274,9817.17
650690733,26759.95
572883027,19364.26
M25285919,22463.38
976232837,43890.87
749037558,28980.15
Q19238520,7397.08
W52716872,21738.14
115347172,18016.81
438015435,62328.62
432514088,36901.11
X33314399,38909.59
852598969,55846.28
F74423734,72785.26
880015867,7839.2
U75514984,25351.67
208037252,29559.9
P20202006,
692127099,21458.6
833188320,75213.7
Q40618419,57217.59
224430200,37.0
772888489,27013.35
J14606742,
294201894,37013.95
N60977061,
166664735,38419.86
554962305,46310.34
526081711,15908.38
G06117286,18568.74
K58110642,17140.62
I00403218,26221.23
O13165231,
500665066,30209.11
D82067871,27212.04
221181934,18834.47
809692887,10639.34
R16692854,
478164198,
639409446,
L94297101,
T75587473,41834.22
P60107233,8725.26
329097438,36072.99
148954044,25502.49
508941671,
39377505,31807.67
907330729,18105.2
Q29131669,72637.38
737116763,
874393915,2560441.0
K24668111,47603.48
389586455,26579.13
557202406,
260228153,28275.56
I22216022,11280.79
265657754,24926.74
W16711057,5383.62
763136324,25878.86
679975437,29241.23
O74587322,
198077373,4241.18
D93421634,24.0
97284901,
25343337,18332.61
922721970,58873.39
G77322065,
D35131951,
D58792609,
455874743,55281.66
A06452976,13905.41
936176965,
S52786138,11498.07
54258823,12101.09
369554458,38454.43
38059023,2299.79
448659692,20021.04
684397214,45206.43
996585427,5302.32
A00485224,12815.74
547051839,20432.52
563897901,28913.13
649372510,40839.61
J80256314,
858394183,34396.52
21244660,27896.63
785782466,13749.96
M32158325,23234.64
764899327,45626.1
25477130,22228.91
M26586426,26190.44
13099445,37866.99
K71540256,7506.62
434144352,10134.99
150567197,26922.15
696241560,6573.36
M55748570,12161.14
998659224,16029.76
C10213680,73866.79
417165814,5377.16
R11547902,
787088741,4265.55
Z38871140,19585.54
693990332,32069.89
E32569698,35953.53
A44753762,21381.52
77182163,9961.39
F45554438,29613.86
S82125162,18661.72
414726842,14630.79
S65501834,
P88324899,56964.21
D10055997,48636.6
J68944535,27402.57
449680142,19648.62
U67206625,
B31795406,23290.63
688295218,20849.63
P77722812,15961.86
610711786,19420.47
271049544,16948.28
388777171,59180.83
N50180158,66965.86
825486934,25779.7
K90412216,5379.76
133123135,7549.25
P91356575,27736.91
652916506,22419.83
V25771781,8774.22
54765824,11190.98
I09818163,
B50815962,10018.64
971176729,24841.48
122091301,
329569899,24635.82
E82980622,8937.32
865103827,29568.71
M34837528,31832.57
678360138,17234.68
C21726505,115192.05
236064510,28144.91
Y65707180,28327.64
R88324214,27450.83
V73459565,4636.46
809612446,
X64651762,31394.32
L27334583,
U27710741,12.0
373762649,23864.16
249467268,1628949.0
J37749761,21765.22
953942773,38219.86
M45529808,30625.55
405599502,21718.79
190124713,1945.99
X11731908,
L23995968,15479.09
N75831256,50618.81
110823208,21540.05
G60439769,18060.14
165450099,10931.93
J89507462,16415.34
Q45289847,
W20438939,
973159772,38876.69
X19742070,2051.65
662215026,7563.07
543343553,
156717059,16896.36
50169038,46194.86
J39156649,3193048.0
597011438,5507.76
E23814095,15146.88
162750887,22944.91
768526881,
R89927861,21082.77
X87475967,
180722368,
634020955,6265.49
766837813,55484.56
F51611866,
T81434149,10140.54
D63655725,22660.23
M10589324,
A31216278,
A45369396,
500669494,68960.85
C87286469,
S38802543,
L17730341,
E51374338,19587.31
84431501,24134.15
I09039328,
M63358984,6665.27
K17811554,50145.96
824961897,23676.26
P79806564,2544248.0
231376011,79489.22
U57962122,
X98965492,11501.06
L90635482,11937.76
Z96059104,65373.4
618633849,27534.54
525275397,21856.03
336515086,28836.96
367214146,66273.45
G36167403,2490.69
892637659,4680.43
25556415,39332.75
O47020515,
762116789,27440.95
M94074543,36248.31
W01317111,
U90188367,15233.23
699188117,10934.42
343429034,
86720527,
857774809,18086.56
371773601,46463.62
300676549,
401365758,18011.06
D00013139,
323886682,47849.26
251058718,12969.18
L20736768,5644.29
Q23229266,7779.47
326844752,43206.77
L93680942,
861151181,21679.63
656335520,
A95217569,26769.94
183291598,8184.13
243348935,12098.08
Y89093194,19736.17
H47426842,20238.79
K53095891,
B73828333,
U69111382,
403031421,14073.31
643889557,22582.37
I03661283,
P06025353,13932.63
669238926,14830.38
62162011,
347457990,
971239290,40644.26
S12369652,
H81421885,2469.0
329616661,
547683823,-92.09
B38867334,34677.55
739953057,20077.9
827929757,
526588489,
V86639492,35067.6
R73238470,31409.06
S03067963,
80656713,18414.86
493644920,10980.67
850558605,
60627049,21511.53
150576308,
G64024640,74336.79
M67467182,18081.02
N34700268,36388.4
P13145550,34603.63
838171478,50391.57
472620768,55650.52
576557460,35719.83
L02833042,24321.78
D22354331,26506.11
A22650160,19408.78
886424786,
832131824,42130.57
779162001,18965.25
864505536,24483.93
129143317,9934.3
544108479,
377290012,40743.04
U79571331,19959.52
G86882818,1079.99
U98976809,
888999935,15896.03
J52809105,
161964061,11651.17
D20583666,10690.82
A21294309,31317.6
973013330,23376.5
B33695840,8329.18
778520162,51836.57
129308877,60300.32
433694437,21929.82
R71474223,31093.54
877943921,2.0
992991295,38538.25
F60013838,12257.11
389905749,
X48421999,31079.72
117320697,30025.23
D45739633,6937.0
Y99223591,25273.86
775929533,
170921215,14410.76
839243948,34172.32
M43988737,73.0
384382551,15644.45
109164006,57981.83
E16467461,25649.72
Z20587558,5155.59
U47869942,36249.03
271179701,60086.49
D75035985,649.79
C63375325,18398.82
S29952464,68099.95
X75861681,84092.51
674702613,27376.35
R23320079,44452.17
I89577709,49706.44
969062847,15.0
481317485,64747.55
T13728517,16601.82
658945313,39389.97
W17321905,
J97625318,25697.23
Q83162664,
212119837,
N00745833,9726.62
386562448,16302.3
931564981,11388.56
V95182029,2057883.0
302410413,42249.28
759658237,47170.03
115805227,
566661223,16202.1
170143302,59139.95
924753861,34111.1
N54907765,83662.13
P45125338,12831.9
230713523,52666.47
H89214008,5271.79
557672497,
W89132986,
Q86400197,-3575.8
664002211,
140830097,
P15394541,
936861489,
680923055,-5197.25
O20979307,
H55949936,42480.41
W14628872,17175.25
63684384,8547.82
C11533702,33494.34
Z19358568,
48795274,20395.87
148807166,20348.85
616562745,30071.33
661735746,74084.68
L15923007,
L66337213,23658.85
V52376608,4751.5
737284412,16961.73
757947861,7745.45
U34270927,23772.29
566665400,40177.7
405370792,24001.63
M14540044,
367189879,3504441.0
283659136,45287.54
P79616919,58837.12
C33584544,11092.88
560366836,
837700480,28903.15
R80953778,
I49142290,
E02998141,37787.23
322865215,1530.46
589246081,11493.76
894247911,19297.39
143133373,
919756260,19529.18
92287258,34725.86
16418796,10869.02
C24213239,
399337223,21905.79
I06221998,
G84973428,13099.77
D98442345,1775784.0
828875388,71812.5
M75340305,23025.14
298154902,13795.71
819650233,
285712009,17322.08
335513898,20287.69
T84013665,13992.61
F89777479,35522.89
828406124,5360.58
249625179,
984736170,19030.23
F50511313,29266.94
V16480875,16515.01
P65211858,
781637480,24192.24
W41169316,32348.45
201138711,38078.37
294124594,35523.7
Y03296443,30350.35
206714879,22632.24
637690339,41303.6
Q49731395,11853.58
S31896374,
M22288292,10170.89
D32410224,18921.01
Z77571900,
251025053,26420.81
705982204,30902.87
M53774758,22732.22
L20891013,47553.2
894594505,
716057217,23598.9
137735176,7402.47
U31985384,19910.52
A00843943,11405.09
674612071,14157.51
640331261,21160.99
207469881,20632.73
267226283,14517.27
Y90824420,
919166034,71913.47
804949655,31272.45
497297023,24065.16
80970215,37641.75
612822928,35317.83
226554608,56947.62
374468497,
666923501,32416.09
162578259,
375072732,1888906.0
T87535768,12225.91
435799114,
251259873,39283.47
744125397,130.85
R19805450,35047.04
A47366756,19892.61
426400930,17406.53
J39339328,23121.67
Z86659829,59753.64
289264267,15245.48
902208460,4.0
A25525275,11145.58
V43006630,
Z38960572,
G48398714,
126516933,7991.61
989379790,18732.73
400625222,27523.93
947224054,39353.81
W62880103,
P97233425,57878.03
21863761,
500578852,24650.62
235783560,17284.37
893346354,12114.15
X46894284,39462.51
944750430,8900.39
K66711266,6124.08
K89000166,23792.66
H37166106,4189841.0
W45799461,
S78093159,39037.92
756378343,41281.3
J89879511,5313.22
D96824688,89747.98
680872153,1233901.0
Z26289650,
782623257,25890.95
O22122708,
704264454,46686.68
759576112,38043.93
363580949,37110.64
635904883,21294.3
W04405106,13170.04
S08899644,
590838778,15485.15
229367516,28089.65
406410660,22254.68
R93405012,39521.01
758919636,1973948.0
890424061,59725.95
209339177,
626364484,18858.9
55989748,22091.67
716274318,7566.86
935169727,
173396655,-6533.43
T64902070,23186.28
O06295626,
X23287459,23129.25
H59781039,14742.53
275994460,7323.04
F45217247,9325.85
368381647,9355.89
A01141590,19252.46
F46157572,58634.33
665269812,9396.88
889543875,14574.97
T18909310,35354.98
824083675,34449.12
H90874224,17806.46
605250991,16358.15
P64004178,4641466.0
U71945633,9697.8
794198171,
116643874,21102.17
433444299,50884.8
930156297,10926.36
A14777090,62965.05
532876098,8804.15
F28943748,37069.73
S18034163,
771861061,1433243.0
93109150,10328.61
S52870279,31675.61
V96124832,47107.76
57394110,30259.11
Z13395055,
391167260,18566.3
482891702,
797442953,35099.69
T88795804,50900.21
873410486,32076.87
M42368408,34848.94
999446614,36404.1
439755479,42298.06
C47737588,
O50151281,
E81643663,21312.92
843784005,16824.0
195935821,48538.54
F39206686,37623.85
A94788911,18533.94
A64974505,39128.78
S43411023,
438822040,52902.24
P69128914,20926.51
O80973233,
518395043,17464.52
849798443,44605.68
N86175823,
467342320,4987.83
A55106529,12317.84
709332606,-976.23
953642851,10548.42
39431862,3784410.0
Y02437851,38146.93
43382282,41628.64
E08292097,18469.24
D77663037,7236.94
S37574295,
L89140741,
535997797,28328.34
303225052,
502090369,17000.16
34326897,4393.42
166388445,9343.07
826487679,25539.72
942325644,13293.2
F03786625,45614.01
X63319372,
Z94971583,10695.44
966495572,21958.27
94785858,15711.3
561115649,2851.87
I65223307,
I56503333,
E39069102,54338.59
O46172722,
834186742,9678.67
I00352486,
A44472009,
933950739,11921.91
271257573,24751.92
S66229362,
560111041,27758.1
592835626,10845.27
728752165,
B01617729,30136.98
39201078,47873.08
O12800648,
P25832598,32894.06
421797700,33109.91
334778369,26512.74
498334670,63595.46
P56603990,
615097692,27466.47
814810755,
H48255224,56929.26
U53537114,
296351754,13188.79
309716757,22605.36
O82872616,
Q62111755,10727.28
2362616,29686.94
N52132561,24421.49
T60033609,31003.36
511064055,7146.95
355114874,79934.18
155979136,35106.57
R43904087,57090.45
377904470,24632.24
582087896,-547765.4
E12360010,21584.87
472483100,27982.86
K04460405,21952.69
754889898,10939.47
Z61443663,25341.23
K09649656,22593.29
R43377988,31331.99
F67537338,70426.42
Z89958148,7604.1
147868553,51872.85
T78854851,25246.28
193719730,39263.98
430821621,2206396.0
Y27766663,37692.59
H83017320,44684.86
V82076924,5162.19
558014194,2373.0
854595271,
931706258,64087.22
831378328,15380.03
541655111,41304.91
13179859,24707.42
23009428,4367.69
R38424029,4540.78
117985428,49218.56
626287505,15655.88
L83806973,42235.12
587613377,33922.85
425839862,12180.64
R36565812,21047.54
V88874289,23005.29
B64132347,1337446.0
S76481500,
K66199646,5500.34
737303061,114.54
817379575,7099.65
L91061318,
V23675908,
S85326247,13555.85
C53472808,56383.15
G58571394,15551.89
K24436568,3822381.0
657098174,35535.12
693789114,41054.01
H72293765,9734.84
89979358,
T74609675,12161.71
T10880032,20407.82
493809264,18116.71
139007857,
821599817,37288.71
776991539,9435.58
F91241602,
388235084,18319.9
694779403,80479.44
995939898,21297.55
N64468353,19028.31
T88528734,74889.1
X94758986,
G10354310,30060.96
F78831860,
L77407157,
578799774,44671.77
525971025,27208.91
V50778542,12112.86
K04416895,17381.73
K54489719,14168.26
312926390,17887.96
8631015,21481.62
G33940614,22066.41
S37830827,5647.3
C93465648,
533826464,40189.98
40033405,
792282562,36052.2
N29285231,36374.43
D30665248,34856.12
O15049623,
D99188302,19699.34
244105829,42070.15
523009298,13529.32
795508378,40178.91
960002291,24798.2
J39298582,25799.14
C17185284,12139.3
614743003,55671.04
X83093165,37780.88
T29298838,25694.87
V30180291,3365.89
580932289,56751.9
L57042384,38226.13
911650666,15133.3
658245474,22924.48
J75736083,32927.36
366733552,22362.09
C26230888,20740.09
Z38499560,4133786.0
T58913932,
Y54340546,5048.08
Y18446467,19620.7
D79963808,36075.12
W57796369,
819196282,22939.69
T52899671,58339.68
A93080241,11050.83
N39017410,50923.91
C87290967,43991.66
296010134,30032.3
W73026602,
L36566686,
Q42226321,5.0
300079070,22238.79
797644068,62711.57
314210911,26755.23
T97418675,50271.01
418112554,50516.14
362705035,12721.18
281707482,16573.51
Q59640557,26418.09
T21017969,
W49629590,2659.9
21953973,
563700787,47695.58
859234064,18545.46
V17338421,21706.12
988971346,21353.33
S14217420,20934.57
X78838466,31125.15
216813898,13943.38
979565676,3960.18
954941710,59400.65
P35901257,6122.76
C63933718,20088.29
V24249588,
378544306,14812.78
R00144852,28445.54
W28788602,33312.32
668790968,4331440.0
K58122731,37345.66
R21497090,29120.45
Q19068404,
50754706,23641.72
965763797,
656481490,
174306956,73867.9
126828284,34428.76
971200544,1440.25
497071864,72270.78
Y40616766,10542.65
E07571298,23366.12
O04388444,
C11801552,
C53676130,
133820690,43193.16
L92774896,19030.86
261164437,31950.14
V78950277,27587.01
B08819981,26127.89
Z21392655,
F65148713,5983.13
V43893535,33601.36
880205552,
589088848,40160.76
677050703,15774.1
136782590,13325.56
952021602,17525.44
173055159,99941.99
376028723,
H36257676,16477.67
239741600,
H21795629,
L01817428,
542676726,33748.81
465684247,58465.19
X88639849,12850.16
T90012675,-25220.74
K13847197,
789864949,3131.19
502510023,52274.38
632846262,
V03435870,
937406084,36365.65
963473996,
797031835,28843.76
B14254323,
L97920996,
341341198,24628.61
879222200,18944.79
630946141,17209.95
B44924457,29106.27
P21646088,
216805042,
D18216113,19726.67
J38424647,29898.96
L56914396,33348.06
595401156,
L23117699,59435.42
V63430251,29795.31
439456357,34276.26
407986760,111086.23
376717290,
587703232,20923.51
M62264329,43539.44
757588991,15232.88
854462807,38800.83
V71703648,23913.98
113028839,54148.19
771171130,18725.14
C28133469,30821.24
59629277,12361.36
I68288648,
866028835,12389.44
M89669359,23485.53
3794137,33785.1
X68373219,11075.59
P98200310,69329.86
U37027152,51106.29
508002729,20225.44
894608313,20842.08
493510242,15907.81
26785151,18311.39
Y20364443,25782.32
719781870,34469.99
29819164,31057.04
Y12881574,63771.71
G51057112,23852.28
495264576,51346.69
A05130688,37755.61
O37549176,
K42454537,
768277493,
277598281,14232.21
B98191053,44976.88
357808562,25657.65
556565975,57385.82
433923188,12915.28
808402531,18907.63
N96161834,9035.75
989569848,17032.35
583382500,24592.56
X14346179,39654.06
K18398977,29551.44
798091935,67188.69
296033378,16122.2
Q66481166,34997.31
R55762345,24408.26
245386265,62223.53
804817797,64511.62
R12943644,
371764315,20732.77
600926015,24294.52
H64877085,23493.74
L57455154,18366.27
R21787073,60873.07
845792112,21403.87
L79350405,34925.22
418000974,27629.85
513082423,20499.45
C19452741,32835.31
377491224,73212.84
282053412,8796.63
I17150499,
W92930329,45215.9
665962521,27550.27
36573636,
243765700,13934.12
K48313667,46561.61
B79815351,
O10141463,
O84772100,
I69961073,
L67993810,29763.67
162051663,57806.11
192415484,59401.3
Z14365606,23463.78
A79205735,26646.87
Z41185695,
S59854155,
A59359103,45533.19
580296858,25717.11
A76170474,
O16626050,
Z15561999,
113027245,16421.54
Y93083184,
I82659842,
897387790,28.0
T06248949,15953.31
T11712772,55157.0
851724236,21436.75
W18107223,56317.6
S27122824,50652.15
930128200,11978.3
O07786124,
413343082,24171.13
154875067,34671.07
E89868203,5149863.0
U13257474,41806.72
723957383,46049.86
816017694,
729164177,40287.16
293490662,14825.03
V59926432,3970.92
702287256,21768.95
392477743,16501.55
408258680,
N29560299,9723.99
539065413,-2193.73
202008772,11525.99
A44832457,24693.95
999961896,41573.15
309899584,27563.9
B88083992,97.0
62522238,35660.01
X99155978,5661.68
988386674,14986.48
W73968502,15995.29
651350883,40519.53
O11155013,
T29475817,
866018494,20367.88
42156076,15309.77
S33658729,
658339857,15823.66
119932370,17662.3
L38232747,
119937389,14554.86
M94343524,
35906686,35883.92
I37653289,32285.7
378475256,15012.17
R78627821,
K88902801,35503.8
842981451,16516.49
188388858,36539.2
A47424036,20525.01
937782557,10606.06
I33171268,21895.46
629494864,
W48312799,47745.14
N70218035,18675.76
H50311218,37066.53
234963002,58219.63
X19099387,32871.45
V27445121,12290.54
417639222,28654.7
355951470,17580.38
A13655276,
K45068220,25102.3
